Unnamed: 0,model,price,rating,processor,core,ram,memory,graphic_card,display,os,warrenty
840,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,490",4.65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
841,Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹41,390",4.1,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
842,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),"₹39,990",4.65,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB SSD,AMD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
843,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),"₹79,990",4.2,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,256 GB SSD,Intel Iris Xe Graphics ,"12.4 inches, 1536 x 1024 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
844,HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹51,000",4.4,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
845,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹98,990",4.35,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
846,Gigabyte G5 MF-E2IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹69,900",4.15,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
847,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹29,890",4.55,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
848,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",4.1,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
849,Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),"₹35,999",4.75,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,64 GB SSD,Intel Integrated UHD,"14 inches, 1080 x 1920 pixels",Chrome OS,1 Year Warranty
850,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),"₹27,990",4.4,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
851,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹49,990",4.5,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
852,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),"₹11,990",4.6,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,128 GB SSD,Intel Integrated UHD Graphics,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
853,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,720",4.65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
854,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹48,999",4.3,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 6500M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
855,Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),"₹12,990",4.25,MediaTek MT8183,Octa Core,4 GB LPDDR4 RAM,64 GB Hard Disk,ARM Mali G72,"11.6 inches, 1366 x 768 pixels",1 Year Warranty,2 USB 3.0 Ports
856,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,689",4.4,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
857,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),"₹1,24,990",4.1,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
858,Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹76,190",4.5,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
859,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹44,990",4.55,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
860,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹71,990",4.1,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 2240 x 1400 pixels",Windows 11 OS,1 Year Warranty
861,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),"₹35,990",4.3,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
862,HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",4.55,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
863,Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹52,430",4.2,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
864,Primebook S Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 128GB eMMC/ Prime OS),"₹13,990",4.15,MediaTek MT8183,Octa Core,4 GB LPDDR4 RAM,128 GB Hard Disk,ARM Mali G72,"11.6 inches, 1366 x 768 pixels",1 Year Warranty,2 USB 3.0 Ports
865,Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),"₹51,990",4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
866,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹31,650",4.35,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
867,Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹81,999",4.1,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
868,Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,03,190",4.2,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
869,Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),"₹36,990",4.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
870,Acer Chromebook CB314-3H NX.K04SI.007 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Chrome OS),"₹16,990",4.45,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,128 GB SSD,Intel Integrated UHD,"14 inches, 1280 x 1024 pixels",Chrome OS,1 Year Warranty
871,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹90,190",4.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
872,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),"₹94,990",4.7,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
873,Asus Vivobook 15 X1502ZA-EJ544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹52,389",4.55,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
874,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),"₹38,990",4.2,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
875,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹32,875",4.7,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
876,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹51,435",4.05,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB  NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
877,Acer Aspire 5 A515-57 UN.K3JSI.013 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹35,990",4.2,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB  RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
878,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹56,340",4.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
879,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),"₹46,990",4.1,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
880,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,490",4.05,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
881,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),"₹2,65,990",4.05,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX A2000 Ada,"16 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
882,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹56,670",4.2,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
883,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),"₹37,990",4.2,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",12 GB LPDDR4 RAM,512 GB SSD,Intel Integrated Intel UHD Graphics,"13.5 inches, 2256 x 1504 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
884,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),"₹21,990",4.75,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated Iris,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
885,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹77,500",4.25,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
886,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),"₹87,390",4.05,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR4X RAM,1 TB SSD,AMD Radeon Graphics,"13.3 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
887,HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹51,900",4.15,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 6500M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
888,Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB SSD/ Win 11),"₹75,000",4.55,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,256 GB SSD,Intel Iris Xe Graphics ,"12.4 inches, 1536 x 1024 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
889,Dell Inspiron 7430 2023 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,00,190",4.1,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
890,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹99,990",4.4,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
891,HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹37,950",4.5,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
892,Lenovo Yoga Pro 7 82Y700A3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹1,32,990",4.45,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB  LPDDR5 RAM,1 TB SSD,Integrated Intel Iris Xe Graphics,"14.5 inches, 3072 x 1920 pixels",Windows 11 OS,1 Year Warranty
893,HP Spectre 17-cs0097nr Foldable Laptop (12th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),"₹4,15,000",4.7,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"17 inches, 1920 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
894,Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),"₹27,890",4.3,Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD 600,"15.6 inches, 1366 x 768 pixels",Windows OS,1 Year Warranty
895,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹32,800",4.55,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
896,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹77,000",4.55,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 SDRAM RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
897,Acer Nitro V ANV15-51 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),"₹77,690",4.5,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 SDRAM RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
898,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹34,950",4.7,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
899,Dell Inspiron 7435 2in1 Laptop (AMD Ryzen 57530U/ 8GB/ 512GB SSD/ Win11),"₹67,590",4.75,7th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB LPDDR4x RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
900,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹48,990",4.05,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
901,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),"₹24,100",4.75,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
902,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),"₹26,490",4.5,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1366 x 768 pixels",DOS 3.0 OS,1 Year Warranty
903,Lenovo IdeaPad Slim 5i 82XD003MIN Laptop (13th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),"₹63,990",4.15,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
904,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),"₹57,990",4.3,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
905,Lenovo IdeaPad 3 82XQ008TIN Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",4.3,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,Integrated AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
906,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹51,490",4.45,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
907,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,990",4.55,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
908,Lenovo Legion 9i 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,99,999",4.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,16 GB NVIDIA GeForce RTX 4090,"16 inches, 3200 x 2000 pixels",Windows 11 OS,1 Year Warranty
909,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),"₹30,400",4.05,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon ,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
910,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹24,990",4.55,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,Integrated Intel UHD Graphics 600,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
911,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹15,990",4.65,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,64 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
912,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹14,990",4.75,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,64 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
913,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),"₹62,099",4.1,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Integrated SoC,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
914,HP Victus 16-s0094AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹95,630",4.25,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
